,순위,업소명,주소,분류,합산 검색 수
0,1,이디야커피랩,서울 강남구 논현로 636-0,카페/찻집,45372
1,2,맥도날드청담DT점,서울 강남구 도산대로 407-0,간이음식,41777
2,3,새벽집청담동점,서울 강남구 도산대로101길 6-0,한식,40447
3,4,카페노티드청담,서울 강남구 도산대로53길 15-0,카페/찻집,33438
4,5,중앙해장,서울 강남구 영동대로86길 17-0,한식,30910
5,6,영천영화청담점,서울 강남구 도산대로90길 3-0,한식,29214
6,7,진미평양냉면,서울 강남구 학동로 305-3,한식,26303
7,8,스케줄청담,서울 강남구 선릉로152길 37-0,외국식,25336
8,9,강강술래역삼점 [한식],서울 강남구 논현로 325-0,한식,23070
9,10,카페노티드삼성,서울 강남구 테헤란로103길 9-0,카페/찻집,21617
10,11,삼원가든본점,서울 강남구 언주로 835-0,한식,21347
11,12,보메청담,서울 강남구 선릉로152길 40-0,외국식,21102
12,13,맥도날드삼성DT점,서울 강남구 봉은사로 432-0,간이음식,21023
13,14,몽중헌청담점 [중식],서울 강남구 도산대로 445-0,외국식,19921
14,15,울프강스테이크하우스,서울 강남구 선릉로152길 21-0,외국식,17036
15,16,한우리본점,서울 강남구 도산대로 304-0,한식,16826
16,17,김영모과자점도곡타워점,서울 강남구 언주로30길 10-0,간이음식,16717
17,18,한일관압구정점 [한식],서울 강남구 압구정로38길 14-0,한식,16441
18,19,마켓오도곡점,서울 강남구 남부순환로 2745-0,외국식,16156
19,20,만강수서점,서울 강남구 밤고개로21길 81-0,한식,14873
20,21,금수복국압구정점,서울 강남구 언주로 821-0,외국식,14444
21,22,페어링룸,서울 강남구 도산대로81길 14-0,외국식,14256
22,23,포브라더스도곡점,서울 강남구 논현로28길 40-0,외국식,14101
23,24,몽중헌대치점,서울 강남구 영동대로 325-0,외국식,14067
24,25,긴자청담점 [일식],서울 강남구 도산대로 534-0,외국식,14054
25,26,쉐이크쉑청담점,서울 강남구 도산대로 327-0,간이음식,13891
26,27,곰바위본점,서울 강남구 영동대로115길 10-0,외국식,13288
27,28,보노보노삼성점,서울 강남구 테헤란로 508-0,외국식,13282
28,29,팀호완삼성점,서울 강남구 봉은사로86길 30-0,외국식,12982
29,30,해목[일식],서울 강남구 선릉로145길 14-0,외국식,12815
30,31,고센클래식,서울 강남구 선릉로158길 18-0,카페/찻집,12591
31,32,청담골,서울 강남구 선릉로148길 48-0,외국식,12580
32,33,뱃고동압구정본점,서울 강남구 언주로172길 54-0,외국식,12520
33,34,달마시안,서울 강남구 압구정로42길 42-0,카페/찻집,12191
34,35,오엔,서울 강남구 압구정로11길 37-30,외국식,12125
35,36,강남면옥본점,서울 강남구 논현로152길 34-0,한식,12048
36,37,농민백암순대본점,서울 강남구 선릉로86길 40-4,한식,11913
37,38,피양옥,서울 강남구 삼성로133길 14-0,한식,11790
38,39,백마김씨네도곡본점,서울 강남구 남부순환로 2743-0,한식,11732
39,40,포레스트청담,서울 강남구 선릉로 803-0,외국식,11647
40,41,무탄[중식],서울 강남구 논현로176길 22-0,외국식,11607
41,42,신의주찹쌀순대청담점,서울 강남구 영동대로 725-0,한식,11460
42,43,비비브라운,서울 강남구 도산대로 412-0,카페/찻집,11315
43,44,대도식당삼성직영점,서울 강남구 삼성로 545-0,한식,11179
44,45,하동관강남분점,서울 강남구 테헤란로78길 16-0,한식,11046
45,46,한성칼국수논현점,서울 강남구 언주로148길 14-0,한식,10868
46,47,아웃백스테이크하우스도곡점,서울 강남구 남부순환로 2909-0,외국식,10808
47,48,강남면옥대치점,서울 강남구 도곡로 428-0,한식,10795
48,49,능라도강남점,서울 강남구 삼성로 534-0,한식,10609
49,50,강강술래청담점,서울 강남구 도산대로 535-0,한식,10470
50,51,테라스룸서울,서울 강남구 선릉로152길 37-0,외국식,10404
51,52,뜨락,서울 강남구 영동대로142길 13-3,한식,10339
52,53,영양센타대치점,서울 강남구 도곡로 436-0,한식,10307
53,54,수담[한식],서울 강남구 봉은사로 418-0,한식,10197
54,55,아베크청담,서울 강남구 선릉로 823-0,외국식,9888
55,56,연타발압구정본점,서울 강남구 도산대로 231-0,외국식,9866
56,57,이도곰탕본점,서울 강남구 논현로94길 29-5,한식,9601
57,58,영동장어,서울 강남구 언주로148길 8-0,외국식,9591
58,59,테라로사포스코센터점,서울 강남구 테헤란로 440-0,카페/찻집,9522
59,60,마켓오압구정점,서울 강남구 도산대로 310-0,외국식,9471
60,61,오스테리아꼬또압구정점,서울 강남구 언주로165길 7-12,외국식,9401
61,62,퀸즈파크청담점,서울 강남구 압구정로60길 22-0,외국식,9227
62,63,리틀넥청담,서울 강남구 도산대로51길 17-0,외국식,9096
63,64,리사르커피청담점,서울 강남구 도산대로99길 60-0,카페/찻집,9031
64,65,VIPS도곡역점,서울 강남구 남부순환로 2912-0,외국식,9012
65,66,더라운드삼성점,서울 강남구 영동대로 648-0,외국식,9008
66,67,오아시스,서울 강남구 도산대로55길 20-0,외국식,8978
67,68,평양면옥도곡점,서울 강남구 논현로28길 28-0,한식,8733
68,69,다운타우너청담,서울 강남구 도산대로53길 14-0,간이음식,8665
69,70,대려도[중식],서울 강남구 역삼로 118-0,외국식,8609
70,71,카멜커피,서울 강남구 도산대로45길 16-8,카페/찻집,8606
71,72,누데이크하우스도산,서울 강남구 압구정로46길 50-0,카페/찻집,8598
72,73,나리식당청담점,서울 강남구 선릉로152길 25-0,한식,8582
73,74,10꼬르소꼬모청담점,서울 강남구 압구정로 416-0,외국식,8513
74,75,꽁티드툴레아도산점,서울 강남구 도산대로49길 39-0,카페/찻집,8444
75,76,스타벅스강남세곡점,서울 강남구 헌릉로569길 18-0,카페/찻집,8390
76,77,신정역삼점,서울 강남구 테헤란로8길 29-0,외국식,8351
77,78,더라운드[중식],서울 강남구 선릉로148길 37-0,외국식,8206
78,79,명인등심압구정직영점,서울 강남구 도산대로 211-0,한식,8192
79,80,런던베이글뮤지엄도산점,서울 강남구 언주로168길 33-0,간이음식,8018
80,81,덕후선생[중식],서울 강남구 선릉로 822-0,외국식,7977
81,82,미엘,서울 강남구 도산대로67길 13-12,카페/찻집,7875
82,83,할매재첩국대치점,서울 강남구 삼성로 308-0,한식,7804
83,84,롯데리아개포점,서울 강남구 선릉로 26-0,간이음식,7744
84,85,돝고기506,서울 강남구 역삼로17길 53-0,한식,7708
85,86,강서면옥압구정점,서울 강남구 언주로164길 19-0,한식,7691
86,87,흑돈가삼성직영점,서울 강남구 봉은사로86길 14-0,한식,7580
87,88,대가방본점 [중식],서울 강남구 선릉로145길 13-0,외국식,7577
88,89,메종사우스케이프,서울 강남구 도산대로45길 17-0,외국식,7560
89,90,일일향압구정1호점,서울 강남구 논현로168길 30-0,외국식,7543
90,91,경복궁도곡점 [한식],서울 강남구 언주로 201-0,한식,7502
91,92,브루클린더버거조인트가로수길점,서울 강남구 도산대로15길 12-0,간이음식,7446
92,93,정식당[한식],서울 강남구 선릉로158길 11-0,한식,7387
93,94,랜디스도넛가로수길점,서울 강남구 도산대로15길 16-0,간이음식,7385
94,95,오리지널팬케이크하우스도곡점,서울 강남구 남부순환로 2753-0,외국식,7337
95,96,빌즈강남,서울 강남구 테헤란로 142-0,외국식,7311
96,97,커피빈학동역DT점,서울 강남구 학동로 211-0,카페/찻집,7302
97,98,평양면옥강남점,서울 강남구 논현로150길 6-0,한식,7283
98,99,청국장과보리밥수서점,서울 강남구 광평로46길 5-5,한식,7250
99,100,최가네버섯샤브매운탕칼국수,서울 강남구 도산대로51길 36-0,한식,7206
100,1,맥도날드서울둔촌DT점,서울 강동구 양재대로 1382-0,간이음식,30455
101,2,스타벅스강동구청DT점,서울 강동구 성내로 32-0,카페/찻집,24209
102,3,스윗솔트,서울 강동구 상암로 286-0,외국식,18893
103,4,맥도날드굽은다리역DT점,서울 강동구 양재대로 1587-0,간이음식,16419
104,5,스타벅스강동암사DT점,서울 강동구 고덕로 43-0,카페/찻집,15271
105,6,아웃백스테이크하우스천호점,서울 강동구 올림픽로 660-0,외국식,12588
106,7,긴자올림픽점 [일식],서울 강동구 강동대로 223-0,외국식,11644
107,8,스테이지28,서울 강동구 아리수로61길 105-0,외국식,11018
108,9,차이나린찐[중식],서울 강동구 강동대로 217-0,외국식,10556
109,10,우드멜로우,서울 강동구 아리수로 243-0,카페/찻집,9989
110,11,도원한우,서울 강동구 진황도로 227-0,한식,9113
111,12,황도바지락칼국수,서울 강동구 천호대로 1256-0,한식,7847
112,13,수라연[한식],서울 강동구 강동대로 143-64,한식,7805
113,14,꼼떼바베큐둔촌본점,서울 강동구 동남로51길 9-0,외국식,7763
114,15,강동반상[한식],서울 강동구 상일로6길 39-0,한식,7536
115,16,스테이지28웁시데이지,서울 강동구 아리수로61길 91-14,카페/찻집,7100
116,17,브랜뉴하이몬드,서울 강동구 천호옛14길 11-0,간이음식,7056
117,18,버거킹명일오일뱅크 DT점,서울 강동구 고덕로 168-0,간이음식,6581
118,19,테라로사길동점,서울 강동구 천호대로 1221-0,카페/찻집,6010
119,20,맥도날드상일동점,서울 강동구 상일로6길 39-0,간이음식,5804
120,21,갓잇올림픽공원점,서울 강동구 성안로 14-0,외국식,4908
121,22,백제추어탕,서울 강동구 양재대로 1406-0,한식,4667
122,23,스타벅스상일동점,서울 강동구 상일로10길 36-0,카페/찻집,4658
123,24,마드레[한식],서울 강동구 동남로 710-0,한식,4570
124,25,주문진[일식],서울 강동구 성안로3길 27-0,외국식,4289
125,26,서초면옥천호본점,서울 강동구 올림픽로 728-0,한식,4260
126,27,생어거스틴성내점,서울 강동구 강동대로 143-64,외국식,4111
127,28,푸주옥,서울 강동구 강동대로 209-0,한식,3965
128,29,스타벅스명일이마트점,서울 강동구 동남로75길 5-0,카페/찻집,3963
129,30,KFC둔촌동점,서울 강동구 양재대로 1390-0,간이음식,3939
130,31,오늘손칼국수&찜강동본점,서울 강동구 풍성로 206-0,한식,3897
131,32,스타벅스길동역점,서울 강동구 양재대로 1487-0,카페/찻집,3790
132,33,샘밭막국수올림픽공원점,서울 강동구 강동대로 241-0,한식,3746
133,34,할리스굽은다리역점,서울 강동구 양재대로 1591-0,카페/찻집,3599
134,35,이디야커피고덕그라시움후문점,서울 강동구 동남로82길 121-0,카페/찻집,3552
135,36,한촌설렁탕강동점,서울 강동구 진황도로 110-0,한식,3483
136,37,송월냉면,서울 강동구 구천면로29길 26-0,한식,3372
137,38,롯데리아길동점,서울 강동구 천호대로 1124-0,간이음식,3370
138,39,느티나무집,서울 강동구 가래여울길 20-2,한식,3360
139,40,KFC명일DI점,서울 강동구 양재대로 1651-0,간이음식,3345
140,41,스타벅스둔촌동점,서울 강동구 양재대로 1303-0,카페/찻집,3320
141,42,디자인카페허브,서울 강동구 천호대로200길 15-16,카페/찻집,3314
142,43,동남스프링,서울 강동구 동남로49길 24-0,카페/찻집,3286
143,44,산수고원[한식],서울 강동구 동남로 588-0,한식,3274
144,45,커피몽타주,서울 강동구 올림픽로48길 23-12,카페/찻집,3234
145,46,인정원월남쌈,서울 강동구 천호대로 1158-0,외국식,3223
146,47,꿀꿀진순대국강동본점,서울 강동구 양재대로103길 70-0,한식,3213
147,48,다람,서울 강동구 양재대로85길 29-0,한식,3199
148,49,고모네원조콩탕황태탕,서울 강동구 풍성로57길 13-0,한식,3178
149,50,셀프하우스,서울 강동구 올림픽로 572-0,간이음식,3068
150,51,버섯잔치집본점,서울 강동구 성내로 52-0,한식,3066
151,52,최냉면본점,서울 강동구 천호옛8길 34-0,한식,3053
152,53,화진포막국수,서울 강동구 성내로10길 12-0,한식,3009
153,54,으뜸횟집,서울 강동구 양재대로122가길 39-0,외국식,2964
154,55,강동해물찜해천탕,서울 강동구 양재대로 1416-0,한식,2960
155,56,착한낙지서울둔촌점,서울 강동구 동남로 592-0,외국식,2947
156,57,길동우동길동본점,서울 강동구 천호대로 1135-0,외국식,2946
157,58,육대쌈암사점,서울 강동구 고덕로 104-0,한식,2867
158,59,채선당올림픽공원점,서울 강동구 강동대로 143-22,외국식,2745
159,60,산장가든,서울 강동구 동남로49길 26-0,한식,2698
160,61,쿠우쿠우천호점,서울 강동구 천호대로157길 18-0,외국식,2688
161,62,청해진,서울 강동구 강동대로 187-0,외국식,2685
162,63,함경면옥,서울 강동구 강동대로 215-0,기타음식,2653
163,64,신흥정육식당,서울 강동구 양재대로89길 16-0,한식,2627
164,65,장안면옥명일동점,서울 강동구 상암로 297-0,한식,2545
165,66,짬뽕지존길동점 [중식],서울 강동구 양재대로 1450-0,외국식,2533
166,67,버거킹길동사거리점,서울 강동구 양재대로 1440-0,간이음식,2500
167,68,로니로티천호점,서울 강동구 천호대로 1027-0,외국식,2445
168,69,커피빈올림픽공원북2문앞점,서울 강동구 강동대로 193-0,카페/찻집,2424
169,70,라라브레드길동점,서울 강동구 양재대로116길 13-0,간이음식,2387
170,71,풍년상회쪽갈비,서울 강동구 천호옛14길 23-6,한식,2384
171,72,오륜정,서울 강동구 성내로6길 32-0,한식,2369
172,73,롯데리아강동구청DT점,서울 강동구 올림픽로 556-0,간이음식,2360
173,74,SUBWAY상일동점,서울 강동구 상일로6길 21-0,간이음식,2347
174,75,함흥본가면옥강동점,서울 강동구 양재대로 1428-0,한식,2337
175,76,길조본점,서울 강동구 천호대로 1173-0,한식,2293
176,77,스타벅스굽은다리역점,서울 강동구 양재대로 1568-0,카페/찻집,2291
177,78,봉래면옥,서울 강동구 명일로 200-16,한식,2273
178,78,상무초밥길동점,서울 강동구 천호대로 1139-0,외국식,2273
179,80,동구밖장작구이,서울 강동구 풍성로 309-0,한식,2259
180,81,장어집,서울 강동구 가래여울2길 33-0,외국식,2237
181,82,스타벅스강동역점,서울 강동구 천호대로 1089-0,카페/찻집,2214
182,83,청진생등심,서울 강동구 올림픽로 803-0,한식,2198
183,84,봉메밀,서울 강동구 천호대로203길 10-0,한식,2185
184,85,주양두리돈까스,서울 강동구 고덕로 89-0,외국식,2170
185,86,33에이커,서울 강동구 아리수로61길 33-0,외국식,2130
186,87,뚝다리명품기사식당,서울 강동구 천중로 175-0,한식,2125
187,88,크리스피크림도넛길동역점,서울 강동구 양재대로 1473-0,간이음식,2093
188,89,이바돔감자탕강동역점,서울 강동구 천호대로 1099-0,한식,2084
189,90,암사민물장어,서울 강동구 고덕로 33-0,외국식,2074
190,91,스윗솔트,서울 강동구 상암로 286-0,전문음식,2028
191,92,폴바셋상일동점,서울 강동구 상일로6길 21-0,카페/찻집,2013
192,93,버거킹둔촌GSFS점,서울 강동구 양재대로 1323-0,간이음식,1993
193,94,할머니추어탕,서울 강동구 구천면로 516-0,한식,1984
194,95,스타벅스올림픽공원북2문점,서울 강동구 강동대로 199-0,카페/찻집,1983
195,96,롯데리아강일점,서울 강동구 아리수로93길 33-9,간이음식,1961
196,97,농협안심한우마을길동사거리점,서울 강동구 양재대로 1422-0,한식,1945
197,98,뭉스벨리,서울 강동구 천호대로 1045-0,카페/찻집,1937
198,99,보릿골강동점,서울 강동구 동남로 708-0,한식,1936
199,100,명일원조닭발,서울 강동구 상암로47길 86-0,외국식,1935
200,1,카페산아래,서울 강북구 삼양로181길 56-0,카페/찻집,19911
201,2,맥도날드미아DT점,서울 강북구 삼양로 158-0,간이음식,13909
202,3,맥도날드서울번동DT점,서울 강북구 월계로 191-0,간이음식,11418
203,4,대보명가서울본점 [한식],서울 강북구 4.19로 69-0,한식,9927
204,5,엘림들깨수제비본점,서울 강북구 삼각산로 67-0,한식,7322
205,6,우이산장키토산오리집,서울 강북구 삼양로181길 141-5,외국식,6298
206,7,미림산장[한식],서울 강북구 삼양로181길 253-0,한식,6274
207,8,릴렉스,서울 강북구 삼양로181길 142-0,카페/찻집,5962
208,9,쿠우쿠우강북구청점,서울 강북구 도봉로 308-0,외국식,5953
209,10,한옥카페선운각,서울 강북구,카페/찻집,5187
210,11,문가네정육식당수유본점,서울 강북구 한천로 1077-0,한식,4388
211,12,애슐리퀸즈미아사거리역점,서울 강북구 도봉로 52-0,외국식,4340
212,13,다래함박스텍,서울 강북구 수유로 20-2,외국식,4269
213,14,수유손칼국수,서울 강북구 도봉로101길 45-0,한식,4143
214,15,장수마늘보쌈,서울 강북구 덕릉로 192-0,외국식,3825
215,16,한일산장,서울 강북구 삼양로181길 239-0,한식,3819
216,17,우이동카페거리,서울 강북구,기타음식,3785
217,18,스타벅스파라스파라서울점,서울 강북구 삼양로 689-0,카페/찻집,3693
218,19,미즐카페엠,서울 강북구 4.19로 107-0,카페/찻집,3672
219,20,맥도날드수유점,서울 강북구 도봉로 342-0,간이음식,3394
220,21,이설함흥냉면,서울 강북구 4.19로 42-0,한식,3304
221,22,착한낙지수유점,서울 강북구 4.19로 82-0,외국식,3206
222,23,하이그라운드제빵소,서울 강북구 삼양로181길 157-0,카페/찻집,3167
223,24,서당골,서울 강북구 한천로 1153-0,한식,2997
224,25,스타벅스미아뉴타운점,서울 강북구 삼양로 161-0,카페/찻집,2978
225,26,소담촌수유점,서울 강북구 도봉로 388-0,외국식,2862
226,26,왕의장어,서울 강북구 삼양로181길 141-5,외국식,2862
227,28,아웃백스테이크하우스미아점,서울 강북구 도봉로 62-0,외국식,2832
228,29,소담촌미아사거리점,서울 강북구 월계로 3-0,한식,2748
229,30,숲속에바다,서울 강북구 삼양로181길 194-19,한식,2739
230,31,왕가,서울 강북구 삼양로 681-0,한식,2673
231,32,풍천장어마을,서울 강북구 삼양로181길 45-0,외국식,2500
232,33,백란[한식],서울 강북구 삼양로181길 201-20,한식,2476
233,34,갈비예찬미아점,서울 강북구 도봉로 156-0,한식,2414
234,35,시골길본점,서울 강북구 삼양로179길 172-0,한식,2362
235,36,진호횟집,서울 강북구 도봉로98길 33-0,외국식,2348
236,37,버거킹미아역점,서울 강북구 도봉로 188-0,간이음식,2335
237,38,엄마손기사식당,서울 강북구 한천로 1138-0,한식,2268
238,39,탐앤탐스덕성여대점,서울 강북구 삼양로 547-0,카페/찻집,2260
239,40,메이린[중식],서울 강북구 월계로 173-0,외국식,2248
240,41,스타벅스미아역점,서울 강북구 도봉로 196-0,카페/찻집,2237
241,42,벼랑순대국,서울 강북구 한천로 924-0,한식,2234
242,43,투썸플레이스북한산우이역점,서울 강북구 삼양로 685-0,카페/찻집,2188
243,44,맥도날드미아역점,서울 강북구 도봉로 204-0,간이음식,2169
244,45,투썸플레이스미아테라스파크점,서울 강북구 삼양로27길 43-0,카페/찻집,2094
245,46,산성골,서울 강북구 덕릉로 126-0,한식,2087
246,47,골방집,서울 강북구 한천로 926-0,한식,2028
247,47,옥류헌[한식],서울 강북구 삼양로181길 142-0,한식,2028
248,49,와겐커피,서울 강북구 솔매로 131-0,카페/찻집,2027
249,50,몽브루,서울 강북구 4.19로 105-0,카페/찻집,1980
250,51,명인갈비미아직영점,서울 강북구 솔샘로 327-0,한식,1964
251,52,버거킹수유역점,서울 강북구 도봉로 314-0,간이음식,1888
252,53,시래기화덕생선구이,서울 강북구 4.19로 61-1,한식,1884
253,54,샘터마루,서울 강북구 4.19로12길 35-0,한식,1801
254,55,카페어니언미아점,서울 강북구 솔매로50길 55-0,카페/찻집,1788
255,56,제프리카벤디쉬런던수유프리미어엠점,서울 강북구 덕릉로 76-0,카페/찻집,1765
256,57,섬진강민물장어,서울 강북구 한천로 1151-0,외국식,1748
257,58,카페멘디,서울 강북구 4.19로8길 7-2,카페/찻집,1746
258,59,능이마을,서울 강북구 솔샘로 330-0,외국식,1647
259,60,선운산장,서울 강북구 삼양로173길 220-0,한식,1632
260,61,하늘아래작은마을,서울 강북구 삼양로181길 253-0,한식,1596
261,62,마루국시미아직영점,서울 강북구 도봉로 242-0,한식,1556
262,63,조마루감자탕미아점,서울 강북구 솔샘로 332-0,한식,1509
263,64,아람장,서울 강북구 삼양로181길 88-0,한식,1505
264,65,옛가,서울 강북구 노해로 91-14,한식,1453
265,66,이디야커피4.19사거리점,서울 강북구 삼양로 501-0,카페/찻집,1436
266,67,스시노칸도수유점,서울 강북구 한천로139나길 1-0,외국식,1411
267,68,초원가든,서울 강북구 삼양로181길 251-0,한식,1376
268,69,개나리산장,서울 강북구 삼양로173길 319-0,한식,1357
269,70,우디 플레이트,서울 강북구 삼양로 689-0,외국식,1340
270,71,석가갈비냉면수유점,서울 강북구 한천로 1160-0,한식,1338
271,72,경계선,서울 강북구 삼각산로 22-7,카페/찻집,1331
272,72,엔제리너스수유역점,서울 강북구 도봉로 333-0,카페/찻집,1331
273,74,도미노피자번동점,서울 강북구 덕릉로 147-0,간이음식,1323
274,75,청화가든,서울 강북구 4.19로12길 75-0,한식,1321
275,76,롯데리아번동DT점,서울 강북구 한천로 963-0,간이음식,1310
276,77,투썸플레이스수유사거리점,서울 강북구 도봉로 295-0,카페/찻집,1309
277,78,수유리우동집본점,서울 강북구 덕릉로 98-0,외국식,1231
278,79,우리콩순두부,서울 강북구 삼양로173길 46-0,한식,1161
279,80,지우정,서울 강북구 삼각산로 130-0,한식,1159
280,81,스타벅스수유역점,서울 강북구 도봉로 342-0,카페/찻집,1145
281,82,KFC미아역점,서울 강북구 도봉로 184-0,간이음식,1123
282,83,진미기사식당,서울 강북구 한천로 1163-0,한식,1121
283,84,크을농[한식],서울 강북구 4.19로 91-0,한식,1101
284,85,수유리먹자골목,서울 강북구,기타음식,1096
285,86,백란,서울 강북구 삼양로181길 201-20,카페/찻집,1080
286,87,고메스퀘어수유점,서울 강북구 도봉로 308-0,전문음식,1074
287,88,한상차림밥상2호점 [한식],서울 강북구 삼각산로 103-0,한식,1072
288,89,수유리조트,서울 강북구 노해로8가길 45-0,카페/찻집,1071
289,90,전광수커피하우스북한산점,서울 강북구 4.19로 97-0,카페/찻집,1029
290,91,송담추어탕미아점,서울 강북구 도봉로 30-0,한식,1025
291,92,단군산장,서울 강북구 4.19로28길 19-9,한식,997
292,93,쉐이크쉑수유점,서울 강북구 도봉로 315-0,간이음식,996
293,94,대 광어회집,서울 강북구 노해로 31-0,외국식,988
294,95,삼각산숯불생고기,서울 강북구 삼양로163길 8-0,한식,987
295,96,초가집[한식],서울 강북구 삼양로173길 116-28,한식,984
296,97,헤미앤바우어,서울 강북구 4.19로 70-0,카페/찻집,973
297,98,투썸플레이스북서울꿈의숲점,서울 강북구 월계로 183-0,카페/찻집,966
298,99,파조쿠치나,서울 강북구 인수봉로 239-0,외국식,959
299,100,용인가든,서울 강북구 삼양로181길 116-0,한식,944
300,1,스타벅스방화DT점,서울 강서구 방화대로 375-0,카페/찻집,27073
301,2,맥도날드등촌DT점,서울 강서구 양천로 546-0,간이음식,24116
302,3,공항칼국수,서울 강서구 공항대로 18-1,한식,21423
303,4,유림강서본점,서울 강서구 공항대로71길 5-0,외국식,21165
304,5,키누카누,서울 강서구 공항대로 247-0,외국식,21030
305,6,아웃백스테이크하우스공항점,서울 강서구 마곡중앙6로 16-0,외국식,19040
306,7,스타벅스화곡DT점,서울 강서구 등촌로 57-0,카페/찻집,18701
307,8,헤이더그린,서울 강서구 대장로 58-0,카페/찻집,16736
308,9,VIPS프리미어등촌점,서울 강서구 공항대로 311-0,외국식,15476
309,10,더메이드뷔페,서울 강서구 마곡중앙6로 21-0,외국식,15175
310,11,빵쌤마곡점,서울 강서구 마곡중앙로 59-5,간이음식,14768
311,12,맥도날드우장산DT점,서울 강서구 강서로 216-0,간이음식,13963
312,13,맥도날드염창DT점,서울 강서구 공항대로71길 3-0,간이음식,12511
313,14,금고깃집마곡본점,서울 강서구 마곡동로 61-0,한식,12468
314,15,스타벅스마곡나루공원점,서울 강서구 마곡중앙5로 47-0,카페/찻집,12220
315,16,거궁마곡점 [한식],서울 강서구 공항대로 236-0,한식,11921
316,17,쿠우쿠우발산점,서울 강서구 마곡중앙6로 93-0,외국식,10571
317,18,이조면옥,서울 강서구 양천로 353-0,한식,10335
318,19,발산삼계탕,서울 강서구 강서로 344-0,한식,9578
319,20,등촌최월선칼국수,서울 강서구 화곡로64길 68-0,한식,8703
320,21,백제원등촌점,서울 강서구 공항대로 367-0,한식,8077
321,22,옥소반마곡본점,서울 강서구 마곡중앙6로 45-0,외국식,7580
322,23,망향비빔국수강서점,서울 강서구 양천로 720-0,한식,7125
323,24,스타벅스마곡사이언스타워R점,서울 강서구 마곡동로 62-0,카페/찻집,7023
324,25,맛찬들왕소금구이발산역점,서울 강서구 강서로 375-7,한식,6992
325,26,방화동교동짬뽕[중식],서울 강서구 금낭화로24나길 21-0,외국식,6978
326,27,뚜스뚜스등촌점,서울 강서구 공항대로45길 92-0,카페/찻집,6907
327,28,훈장골발산점,서울 강서구 공항대로36길 9-0,한식,6775
328,29,홍성원마곡점 [중식],서울 강서구 공항대로 206-0,외국식,6527
329,30,마부자생삼겹살,서울 강서구 마곡중앙5로 6-0,한식,6481
330,31,버거킹마곡점,서울 강서구 마곡동로 56-0,간이음식,6478
331,32,스타벅스마곡나루역점,서울 강서구 마곡중앙로 161-17,카페/찻집,6443
332,33,고양이정원,서울 강서구 개화동로19길 18-0,카페/찻집,6385
333,34,조연탄,서울 강서구 곰달래로60길 29-0,한식,6117
334,35,광주똑순이아구찜,서울 강서구 강서로 375-8,한식,5996
335,36,도쿄하나등촌점,서울 강서구 공항대로 367-0,외국식,5798
336,37,조선갈비,서울 강서구 공항대로 341-0,한식,5763
337,38,능라도마곡점,서울 강서구 마곡동로 56-0,한식,5757
338,39,고성막국수,서울 강서구 방화대로49길 6-7,한식,5541
339,40,어나더사이드,서울 강서구 강서로 318-0,카페/찻집,5364
340,41,닥터로빈강서점,서울 강서구 공항대로 396-0,외국식,5207
341,42,마실발산점 [한식],서울 강서구 공항대로 290-0,한식,5111
342,43,봄담아,서울 강서구 마곡중앙로 59-17,한식,5079
343,44,김가네설렁탕,서울 강서구 방화동로 52-0,한식,5076
344,45,맥도날드송정역,서울 강서구 공항대로 21-0,간이음식,4952
345,46,스타벅스마곡역점,서울 강서구 공항대로 168-0,카페/찻집,4905
346,47,원조나주곰탕,서울 강서구 양천로14길 10-0,한식,4815
347,48,도일처[중식],서울 강서구 개화동로 567-0,외국식,4732
348,49,오봉집,서울 강서구 마곡동로4길 15-0,한식,4652
349,50,봉이밥,서울 강서구 마곡중앙로 171-0,한식,4555
350,51,갈비생각발산점,서울 강서구 강서로54길 42-0,한식,4544
351,52,사모님짬뽕[중식],서울 강서구 금낭화로18길 10-0,외국식,4498
352,53,신선설농탕화곡역점,서울 강서구 화곡로 148-0,한식,4465
353,54,창고43마곡점,서울 강서구 공항대로 236-0,한식,4453
354,55,금고깃집발산직영점,서울 강서구 마곡중앙8로 90-0,한식,4431
355,56,봉래헌메이필드호텔 [한식],서울 강서구 방화대로 94-0,한식,4022
356,57,미도인마곡,서울 강서구 마곡동로3길 6-0,외국식,3968
357,58,원조경아식당본점,서울 강서구 마곡중앙6로 85-0,외국식,3962
358,59,상무초밥등촌점,서울 강서구 공항대로 525-0,외국식,3959
359,60,등촌샤브칼국수등촌점,서울 강서구 강서로56가길 65-0,외국식,3953
360,61,서가앤쿡서울마곡점,서울 강서구 마곡동로 55-0,외국식,3916
361,62,마곡오리,서울 강서구 양천로30길 11-0,한식,3873
362,63,강남면옥마곡점,서울 강서구 마곡동로 55-0,한식,3866
363,64,이춘복참치발산역점,서울 강서구 공항대로 287-0,외국식,3791
364,65,프레베리,서울 강서구 마곡동로4길 23-0,간이음식,3714
365,66,칼스토랑,서울 강서구 방화대로6라길 2-0,한식,3629
366,67,양평신내서울해장국강서양천직영점,서울 강서구 국회대로7길 213-0,한식,3626
367,68,지디파크,서울 강서구 양천로27길 167-0,카페/찻집,3531
368,69,베이징화곡본점,서울 강서구 화곡로 118-0,외국식,3420
369,70,소담촌마곡점,서울 강서구 마곡중앙6로 93-0,외국식,3290
370,71,푸주옥,서울 강서구 까치산로 183-0,한식,3257
