,순위,업소명,주소,분류,합산 검색 수
5478,79,청실홍실부평직영점,인천 부평구 부흥로 264-0,한식,1674
5479,80,연수해물나라부평삼산점,인천 부평구 충선로203번길 12-0,한식,1661
5480,81,향이랑,인천 부평구 부흥로 264-0,한식,1654
5481,82,금화왕돈까스삼산점,인천 부평구 평천로 400-0,외국식,1642
5482,83,명품화덕고등어,인천 부평구 화랑로47번길 4-0,한식,1625
5483,84,한촌설렁탕부평십정점,인천 부평구 백범로499번길 4-0,한식,1612
5484,85,로니로티부평점,인천 부평구 시장로 19-0,외국식,1608
5485,86,사랑채,인천 부평구 함봉로42번길 65-0,한식,1602
5486,87,장씨아궁이,인천 부평구 길주남로 127-0,외국식,1578
5487,87,헤세드스시뷔페,인천 부평구 대정로 66-0,외국식,1578
5488,89,도미노피자부평점,인천 부평구 부평대로 114-0,간이음식,1559
5489,90,온누리진흙구이부평점,인천 부평구 동암산로 10-0,외국식,1545
5490,91,벤식당,인천 부평구 배곶남로 8-0,외국식,1531
5491,92,뉴욕반점[중식],인천 부평구 부평대로87번길 4-0,외국식,1524
5492,93,인브스키친,인천 부평구 부평대로 39-6,외국식,1504
5493,94,부평막국수,인천 부평구 부평대로63번길 10-8,한식,1494
5494,95,키치키치다이닝,인천 부평구 주부토로145번길 23-0,외국식,1446
5495,96,도미노피자부평산곡점,인천 부평구 마장로 168-0,간이음식,1433
5496,97,삼산월드컨벤션센터,인천 부평구 체육관로 60-0,외국식,1418
5497,98,더꽃게부평삼산직영점,인천 부평구 체육관로 14-0,외국식,1398
5498,99,전골잘하는곰집,인천 부평구 세월천로 119-7,한식,1374
5499,100,경복궁삼계탕부평점,인천 부평구 부평대로 68-1,한식,1372
5500,1,맥도날드연희DT점,인천 서구 서곶로 265-0,간이음식,40880
5501,2,스타벅스인천청라DT점,인천 서구 국제대로 237-0,카페/찻집,37634
5502,3,버거킹청라점,인천 서구 중봉대로 610-0,간이음식,16510
5503,4,가좌동진천토종순대청라점,인천 서구 담지로104번길 17-1,한식,14752
5504,5,구수옥설렁탕,인천 서구 중봉대로586번길 9-23,한식,13460
5505,6,스타벅스인천서구청DT점,인천 서구 서곶로 277-0,카페/찻집,11452
5506,7,스타벅스인천당하DT점,인천 서구 원당대로 668-0,카페/찻집,11315
5507,8,브런치빈,인천 서구 청라라임로 57-0,외국식,11208
5508,9,더노벰버라운지청라점,인천 서구 청라한내로72번길 7-25,카페/찻집,10331
5509,10,경복궁삼계탕청라점,인천 서구 청라라임로122번길 3-3,한식,9876
5510,11,권오길손국수본점,인천 서구 검단로 789-0,한식,9531
5511,12,드마리스청라점,인천 서구 청라커낼로260번길 15-0,외국식,9227
5512,13,홍익돈까스청라점,인천 서구 담지로104번길 26-1,외국식,9129
5513,14,자미궁제빵소,인천 서구 원당대로819번길 38-0,간이음식,9078
5514,15,개성손만두요리전문점청라직영점,인천 서구 청라라임로122번길 3-1,한식,8889
5515,16,유천가든,인천 서구 아라로51번길 6-1,외국식,8806
5516,17,단풍나무,인천 서구 검단로379번길 31-2,한식,8674
5517,18,진천토종순대가좌동본점,인천 서구 신진말로 37-0,한식,8523
5518,19,해미루청라본점,인천 서구 청라에메랄드로41번길 11-0,한식,8312
5519,20,스타벅스인천청라센트럴점,인천 서구 청라커낼로 300-0,카페/찻집,8307
5520,21,라메르,인천 서구 정서진로 651-0,외국식,8208
5521,22,별미지교인천서구점,인천 서구 백범로 872-0,외국식,7863
5522,23,어부의밥상청라점,인천 서구 보석로12번안길 20-0,한식,7785
5523,24,씨앤비베이커리카페,인천 서구 아라로 117-1,간이음식,7751
5524,25,송도갈매기송림점,인천 서구 백범로 872-0,한식,7723
5525,26,산이내린밥상곤드레밥집서구점 [한식],인천 서구 서곶로 253-0,한식,7665
5526,27,선식당,인천 서구 보석로11번길 13-0,기타음식,7572
5527,28,청라어보,인천 서구 중봉대로586번길 9-23,한식,7378
5528,29,드림나주곰탕,인천 서구 봉수대로 1180-0,한식,7281
5529,30,스타벅스인천청라한신점,인천 서구 청라커낼로260번길 27-0,카페/찻집,7165
5530,31,한라담청라점,인천 서구 경명대로 401-0,한식,7145
5531,32,써니네집,인천 서구 크리스탈로 84-0,외국식,7125
5532,33,건강밥상심마니청라점,인천 서구 청라커낼로288번길 10-0,한식,7050
5533,34,서원안길,인천 서구 원당대로608번안길 14-0,카페/찻집,7049
5534,35,석남동함흥냉면,인천 서구 석남로 87-0,한식,6783
5535,36,토모루,인천 서구 청라라임로106번길 15-0,간이음식,6565
5536,37,명현만의연평도간장게장검단점,인천 서구 완정로 172-0,외국식,6101
5537,38,레이중화요리[중식],인천 서구 청라루비로42번길 5-21,외국식,6020
5538,39,봄솔보리밥,인천 서구 단봉로128번길 17-0,한식,5801
5539,40,괭이부리마을청라점,인천 서구 청라에메랄드로 99-0,한식,5738
5540,41,딤타오청라점,인천 서구 청라한내로72번길 7-25,외국식,5578
5541,42,스타벅스인천청라점,인천 서구 중봉대로586번길 19-0,카페/찻집,5521
5542,43,소풀이청라도양평해장국,인천 서구 중봉대로 781-0,한식,5434
5543,44,금화왕돈까스가좌본점,인천 서구 가정로37번길 4-0,외국식,5416
5544,45,투파인드피터청라점,인천 서구 청라에메랄드로 84-0,외국식,5415
5545,46,오담,인천 서구 장고개로 243-4,카페/찻집,5218
5546,47,촌장골서구청점,인천 서구 서곶로 296-0,한식,5209
5547,48,금화왕돈까스검단점,인천 서구 봉수대로 1274-0,외국식,5195
5548,49,비스트로 페르레이,인천 서구 크리스탈로 100-0,외국식,5055
5549,50,원갈비,인천 서구 심곡로8번길 4-0,한식,5020
5550,51,고복샤브샤브청라점,인천 서구 청라루비로42번길 6-4,외국식,4951
5551,52,스타벅스인천공촌DT점,인천 서구 경명대로694번길 2-0,카페/찻집,4912
5552,53,은옥돈카츠,인천 서구 청라커낼로329번길 19-3,외국식,4891
5553,54,띤뜨,인천 서구 청라루비로42번길 14-0,외국식,4886
5554,55,스타벅스검단사거리역점,인천 서구 완정로 172-0,카페/찻집,4861
5555,56,촌장골,인천 서구 서곶로 850-0,한식,4846
5556,57,이비가짬뽕인천본점 [중식],인천 서구 서곶로 322-0,외국식,4781
5557,58,학운정,인천 서구 열우물로208번길 12-0,한식,4763
5558,59,스시어왕검단본점,인천 서구 청마로7번길 15-0,외국식,4719
5559,60,구이가청라점,인천 서구 크리스탈로 78-0,한식,4621
5560,61,채움편백찜샤브샤브,인천 서구 크리스탈로 78-0,외국식,4617
5561,62,우사미,인천 서구 청라루비로42번길 5-25,한식,4607
5562,63,경복궁송림점 [한식],인천 서구 백범로 884-0,한식,4482
5563,64,희래등[중식],인천 서구 탁옥로86번길 6-1,외국식,4472
5564,65,더존더파티스타청라점,인천 서구 중봉대로 594-0,외국식,4382
5565,66,투썸플레이스청라시티타워점,인천 서구 청라한내로72번길 23-0,카페/찻집,4329
5566,67,백합칼국수,인천 서구 담지로104번길 15-0,한식,4283
5567,68,태백산검단본점,인천 서구 완정로 151-0,한식,4263
5568,69,짬뽕지존청라점 [중식],인천 서구 국제대로 237-0,외국식,4234
5569,70,카페라리청라점,인천 서구 청라에메랄드로 79-0,카페/찻집,4164
5570,71,덕수가든,인천 서구 고산후로 198-0,한식,4154
5571,72,삿뽀로송림점,인천 서구 백범로 884-0,외국식,4141
5572,73,권오길손국수청라점,인천 서구 청라라임로106번길 19-0,한식,4128
5573,74,삼대청국장청라본점,인천 서구 청라에메랄드로41번길 24-0,한식,4106
5574,75,봄이보리밥청라점,인천 서구 청라에메랄드로 94-0,한식,4082
5575,76,카페다이브,인천 서구 청라대로 204-0,카페/찻집,4065
5576,77,KFC인천청라점,인천 서구 중봉대로586번길 19-0,간이음식,3914
5577,78,한우야한우야,인천 서구 원적로124번길 1-0,한식,3846
5578,79,채선당플러스서구청점,인천 서구 서곶로 277-0,외국식,3820
5579,80,호가화[중식],인천 서구 청라커낼로319번길 3-14,외국식,3813
5580,81,육츠커피,인천 서구 청라한내로161번길 1-0,카페/찻집,3812
5581,82,망향비빔국수청라점,인천 서구 담지로104번길 29-0,한식,3773
5582,83,애슐리퀸즈홈플러스인천청라점,인천 서구 중봉대로 587-0,외국식,3727
5583,84,북경짜장2900원검단점 [중식],인천 서구 원당대로 553-0,외국식,3667
5584,85,황금쌈밥청라점,인천 서구 경명대로 401-0,한식,3624
5585,86,SUBWAY인천청라점,인천 서구 청라라임로 65-0,간이음식,3618
5586,87,만미가,인천 서구 백범로622번길 20-0,외국식,3539
5587,88,소플러스청라점,인천 서구 중봉대로586번길 9-19,한식,3523
5588,89,김생곤의한우생각,인천 서구 원창로64번길 16-8,한식,3503
5589,89,복사꽃피는집청라점,인천 서구 청라에메랄드로76번길 7-13,한식,3503
5590,91,고구려짬뽕10101청라점 [중식],인천 서구 중봉대로 763-0,외국식,3483
5591,92,청라왕아구,인천 서구 청라라임로16번길 7-0,외국식,3473
5592,93,청라가야밀면국밥,인천 서구 청라라임로138번길 4-7,한식,3457
5593,94,도미노피자청라점,인천 서구 청라라임로138번길 4-4,간이음식,3436
5594,95,짬뽕타임24시청라점 [중식],인천 서구 경명대로 465-0,외국식,3386
5595,96,버거킹인천완정역점,인천 서구 원당대로 651-0,간이음식,3381
5596,97,고쉐프의신선한초밥,인천 서구 청라에메랄드로41번길 20-0,외국식,3347
5597,98,복호두청라점,인천 서구 청라커낼로288번길 26-0,간이음식,3343
5598,99,사리원냉면,인천 서구 청라커낼로329번길 11-0,한식,3337
5599,100,마포식당,인천 서구 청라에메랄드로41번길 21-0,한식,3315
5600,1,포레스트아웃팅스송도점,인천 연수구 청량로 145-0,카페/찻집,106325
5601,2,바다쏭,인천 연수구 능허대로 16-0,카페/찻집,44607
5602,3,맥도날드송도GS DT점,인천 연수구 하모니로 128-0,간이음식,43618
5603,4,스타벅스인천송도DT점,인천 연수구 하모니로 136-0,카페/찻집,35182
5604,5,송도갈비본점,인천 연수구 능허대로 16-0,한식,28261
5605,6,우판등심인천점,인천 연수구 청량로 61-0,한식,27713
5606,7,경복궁한옥마을점,인천 연수구 테크노파크로 180-0,한식,23895
5607,8,송도갈매기본점,인천 연수구 능허대로151번길 25-0,한식,23667
5608,9,스타벅스송도컨벤시아대로DT점,인천 연수구 벤처로 10-0,카페/찻집,22274
5609,10,스타벅스인천동춘DT점,인천 연수구 앵고개로 171-0,카페/찻집,21422
5610,11,버거킹인천송도SK DT점,인천 연수구 송도과학로 13-0,간이음식,20310
5611,12,이학갈비연수점,인천 연수구 먼우금로 208-0,한식,19906
5612,13,경복궁삼계탕송도점,인천 연수구 센트럴로 263-0,한식,19782
5613,14,안스베이커리송도점,인천 연수구 센트럴로 160-0,간이음식,18327
5614,15,동춘사골순대국동춘점,인천 연수구 동곡재로49번길 8-0,한식,17340
5615,16,백제원[한식],인천 연수구 해돋이로 157-0,한식,16341
5616,17,260도송도유원지점,인천 연수구 청량로109번길 1-0,한식,15324
5617,18,아웃백스테이크하우스송도점,인천 연수구 송도국제대로 157-0,외국식,14825
5618,19,쎄쎄쎄,인천 연수구 컨벤시아대로 165-0,외국식,14712
5619,20,쉐이크쉑송도점,인천 연수구 송도과학로16번길 33-2,간이음식,14618
5620,21,밥상편지[한식],인천 연수구 하모니로 124-0,한식,12919
5621,22,카페꼼마송도점,인천 연수구 센트럴로 263-0,카페/찻집,12637
5622,23,브런치빈송도점,인천 연수구 해돋이로151번길 4-0,외국식,11965
5623,24,백합칼국수송도본점,인천 연수구 센트럴로 263-0,한식,11947
5624,25,경복궁송도점,인천 연수구 청량로 120-0,한식,11813
5625,26,맥도날드인천옥련DT점,인천 연수구 비류대로 176-0,간이음식,11763
5626,27,송도주막,인천 연수구 청량로79번길 36-0,한식,11428
5627,28,강민주의들밥송도점,인천 연수구 인천타워대로 257-0,한식,10634
5628,29,애슐리퀸즈송도트리플스트리트점,인천 연수구 송도과학로16번길 33-1,외국식,10268
5629,30,샹끄발레르,인천 연수구 컨벤시아대로130번길 14-0,간이음식,10203
5630,31,진시황감자탕,인천 연수구 청능대로113번길 37-0,한식,10081
5631,32,아키라커피송도점,인천 연수구 청량로 92-0,카페/찻집,10080
5632,33,파티파라나,인천 연수구 센트럴로 194-0,외국식,9981
5633,34,거궁송도점 [한식],인천 연수구 송도국제대로 157-0,한식,9712
5634,35,맥도날드연수LG DT점,인천 연수구 먼우금로 200-0,간이음식,9307
5635,36,스타벅스송도커넬워크점,인천 연수구 아트센터대로 131-0,카페/찻집,9122
5636,37,천지연송도유원지점,인천 연수구 청량로 108-0,한식,9055
5637,38,긴자송도유원지점 [일식],인천 연수구 청량로120번길 10-0,외국식,8828
5638,39,삿뽀로한옥마을점,인천 연수구 테크노파크로 180-0,외국식,8767
5639,40,백합칼국수송도점,인천 연수구 아암대로 811-0,한식,8686
5640,41,성진아구,인천 연수구 청량로109번길 71-0,한식,8684
5641,42,기노스코,인천 연수구 아트센터대로 203-0,카페/찻집,8440
5642,43,에스가든청담송도본점,인천 연수구 컨벤시아대로 126-0,외국식,8381
5643,44,스타벅스송도센트럴파크점,인천 연수구 센트럴로 194-0,카페/찻집,8368
5644,45,스타벅스송도캠퍼스타운역점,인천 연수구 송도과학로27번길 55-0,카페/찻집,8316
5645,46,장풍송도장어인천송도본점,인천 연수구 테크노파크로111번길 10-0,외국식,8161
5646,47,도쿄하나[일식],인천 연수구 해돋이로 157-0,외국식,8107
5647,48,천지연송도국제신도시점,인천 연수구 첨단대로 80-0,한식,7874
5648,49,건강밥상심마니송도점,인천 연수구 해돋이로 161-0,한식,7839
5649,50,잊지못해산꽃게탕,인천 연수구 대암로22번길 4-0,한식,7716
5650,51,송도아트리움,인천 연수구 청량로97번길 56-0,카페/찻집,7617
5651,52,송도토스트,인천 연수구,간이음식,7576
5652,53,고구려짬뽕10101인천선학점 [중식],인천 연수구 예술로20번길 4-0,외국식,7336
5653,54,송도궁중삼계탕,인천 연수구 청량로 84-0,한식,7173
5654,54,송쭈집본점,인천 연수구 컨벤시아대로 126-0,외국식,7173
5655,56,논노스 송도홈플러스점,인천 연수구 송도국제대로 165-0,한식,7069
5656,57,개성손만두송도점,인천 연수구 인천타워대로 99-0,한식,7065
5657,58,우사송도점,인천 연수구 능허대로267번길 58-0,한식,6992
5658,59,풀사이드228송도점,인천 연수구 해돋이로 157-0,외국식,6973
5659,60,막 퍼주는 시골집밥,인천 연수구 벚꽃로 130-3,한식,6714
5660,61,송돗골,인천 연수구 앵고개로103번길 15-0,외국식,6656
5661,62,더노벰버라운지2호점,인천 연수구 청량로97번길 47-0,카페/찻집,6629
5662,63,속초코다리냉면송도1호점,인천 연수구 아트센터대로 87-0,한식,6623
5663,64,임파스토,인천 연수구 아트센터대로 203-0,외국식,6507
5664,65,송도콩나물해장국밥,인천 연수구 청량로113번길 15-0,한식,6501
5665,66,안스베이커리연수점,인천 연수구 청명로3번길 1-0,간이음식,6480
5666,67,경복궁불고기송도점,인천 연수구 청량로79번길 21-0,한식,6148
5667,68,팔진향한옥마을점 [중식],인천 연수구 테크노파크로 180-0,외국식,6139
5668,68,숙성도인천송도점,인천 연수구 능허대로 275-0,한식,6139
5669,70,삿뽀로송도점,인천 연수구 능허대로267번길 70-0,외국식,6021
5670,71,곤드레밥집[한식],인천 연수구 청량로 89-0,한식,6008
5671,72,홍익돈까스송도점,인천 연수구 인천타워대로 99-0,외국식,5976
5672,73,쿠우쿠우인천연수점,인천 연수구 벚꽃로 106-0,외국식,5748
5673,74,상무초밥송도직영점,인천 연수구 신송로 122-0,외국식,5606
5674,75,전구식당,인천 연수구 컨벤시아대로 50-0,한식,5599
5675,76,할리스인천한옥마을점,인천 연수구 테크노파크로 180-0,카페/찻집,5528
5676,77,송도우리갈비,인천 연수구 능허대로 208-0,한식,5517
5677,78,피제리아일피노인천송도점,인천 연수구 컨벤시아대로 50-0,외국식,5481
5678,79,수연생오리구이,인천 연수구 능허대로167번길 72-0,외국식,5434
5679,80,스시사쿠송도점,인천 연수구 송도과학로16번길 13-18,외국식,5432
5680,81,가나안덕송도점,인천 연수구 앵고개로87번길 2-0,외국식,5410
5681,82,빨간거짱구네송도점,인천 연수구 송도미래로 9-0,외국식,5389
5682,83,버거킹송도센트럴파크점,인천 연수구 센트럴로 194-0,간이음식,5384
5683,84,제주은희네해장국인천송도점,인천 연수구 아트센터대로 87-0,한식,5351
5684,85,수블라키아콩스탕스,인천 연수구 컨벤시아대로 100-0,외국식,5217
5685,86,우만당,인천 연수구 아트센터대로 222-0,외국식,5101
5686,87,복호두송도점,인천 연수구 아트센터대로 131-0,간이음식,5098
5687,88,스탠다드스퀘어,인천 연수구 컨벤시아대로 50-0,카페/찻집,5080
5688,89,스타벅스송도캐슬파크점,인천 연수구 인천타워대로132번길 9-0,카페/찻집,5070
5689,90,솔청청,인천 연수구 능허대로267번길 55-0,한식,4993
5690,91,진진차이나[중식],인천 연수구 대암로22번길 10-0,외국식,4957
5691,92,마루샤브송도점,인천 연수구 인천타워대로 99-0,외국식,4955
5692,93,한양한옥마을점,인천 연수구 테크노파크로 180-0,한식,4799
5693,94,선한정식[한식],인천 연수구 능허대로267번길 59-0,한식,4653
5694,95,가온칼국수송도본점,인천 연수구 송도과학로28번길 8-0,한식,4625
5695,96,스타벅스인천연수점,인천 연수구 용담로 115-0,카페/찻집,4606
5696,97,후라토식당송도트리플스트리트점 [일식],인천 연수구 송도과학로16번길 33-1,외국식,4538
5697,98,더노벰버라운지1호점,인천 연수구 컨벤시아대로230번길 42-0,카페/찻집,4516
5698,99,신복관센트럴파크점,인천 연수구 센트럴로 194-0,한식,4340
5699,100,우리동네소금빵,인천 연수구 청량로86번길 9-0,간이음식,4267
5700,1,뻘다방,인천 옹진군 선재로 55-0,카페/찻집,70379
5701,2,하이바다,인천 옹진군 영흥북로 374-25,카페/찻집,24693
5702,3,플로레도커피선재점,인천 옹진군 선재로 354-0,카페/찻집,19969
5703,4,바람의마을,인천 옹진군 선재로 63-0,한식,8765
5704,5,본토바지락칼국수,인천 옹진군 영흥북로 23-0,한식,7971
5705,6,플로레도커피,인천 옹진군 영흥로 301-0,카페/찻집,7697
5706,7,영흥도칼국수,인천 옹진군 영흥북로 195-0,한식,4984
5707,8,카페코세드,인천 옹진군 영흥서로418번길 47-0,카페/찻집,4266
5708,9,고양이역카페,인천 옹진군 영흥로251번길 25-75,카페/찻집,3876
5709,10,쌍곰다방,인천 옹진군 선재로34번길 64-0,카페/찻집,3356
5710,11,카페폰테,인천 옹진군 선재로 76-16,카페/찻집,2122
5711,12,하늘가든[한식],인천 옹진군 영흥로251번길 24-0,한식,1901
5712,13,선재리커피집,인천 옹진군 선재로34번길 79-0,카페/찻집,1893
5713,14,복건성[중식],인천 옹진군 선재로34번길 23-0,외국식,1503
5714,15,송가해장국,인천 옹진군 영흥북로 25-1,한식,1275
5715,16,선재우리밀칼국수,인천 옹진군 선재로 39-0,한식,1187
5716,17,이백분,인천 옹진군 영흥로 109-12,외국식,1043
5717,18,길마바지락손칼국수육개장,인천 옹진군 영흥북로 199-0,한식,1042
5718,19,통큰칼국수,인천 옹진군 영흥북로 55-3,한식,967
5719,20,이디야커피영흥도점,인천 옹진군 영흥로 258-0,카페/찻집,949
5720,21,사곶냉면,인천 옹진군 사곶로122번길 54-19,한식,899
5721,22,장경리손칼국수,인천 옹진군 영흥로 651-0,한식,836
5722,23,섬꾸지,인천 옹진군 영흥로251번길 85-5,카페/찻집,833
5723,24,어부네칼국수,인천 옹진군 영흥북로 203-0,한식,819
5724,25,카페포르토,인천 옹진군 영흥로 109-7,카페/찻집,811
5725,26,영흥일번지식당,인천 옹진군 영흥북로 3-0,한식,744
5726,27,다딤길목,인천 옹진군 선재로 145-0,외국식,735
5727,28,북경손짜장[중식],인천 옹진군 선재로 338-0,외국식,720
5728,29,미진상회,인천 옹진군 영흥로 109-12,외국식,689
5729,30,오다가다,인천 옹진군 선재로 336-0,한식,674
5730,31,하라보라,인천 옹진군 시도로 83-0,카페/찻집,640
5731,32,선향회집,인천 옹진군 선재로34번길 107-6,외국식,603
5732,33,장성호어부직영횟집,인천 옹진군 영흥로 136-0,외국식,601
5733,34,청초수물회&섭국,인천 옹진군 선재로 148-0,외국식,595
5734,35,십리포황토가든,인천 옹진군 영흥북로 463-0,한식,522
5735,36,유명조칼국수,인천 옹진군 선재로34번길 45-0,한식,486
5736,37,회 막썰어 먹자! 장미네,인천 옹진군 영흥북로 37-0,외국식,473
5737,38,만수네회센터,인천 옹진군 영흥로 109-20,외국식,469
5738,38,비피클럽카페,인천 옹진군 영흥로251번길 85-53,카페/찻집,469
5739,40,만나뜨락,인천 옹진군 영흥로 255-0,한식,405
5740,41,카페프린스,인천 옹진군 영흥북로 89-1,카페/찻집,400
5741,42,0415카페,인천 옹진군 장봉로605번길 150-0,카페/찻집,398
5742,43,소망식당,인천 옹진군 선재로 98-0,한식,380
5743,44,바다식당,인천 옹진군 신도로 248-0,외국식,363
5744,45,영흥곰탕,인천 옹진군 선재로 340-0,한식,361
5745,46,매료37.5,인천 옹진군 신도로 761-0,한식,348
5746,47,점심밥,인천 옹진군 선재로 145-0,한식,345
5747,48,바닷길식당,인천 옹진군 장봉로 216-0,외국식,322
5748,49,꿀꿀이만찬,인천 옹진군 선재로 342-0,한식,313
5749,49,오빠애돈카츠,인천 옹진군 영흥로144번길 15-0,외국식,313
5750,51,만수횟집,인천 옹진군 영흥로 109-20,외국식,310
5751,52,고남정,인천 옹진군 신도로 37-0,외국식,291
5752,53,선재포구,인천 옹진군 선재로317번길 25-0,외국식,274
5753,54,영흥손찐빵만두,인천 옹진군 선재로 163-0,간이음식,243
5754,54,카페폰테,인천 옹진군 선재로 76-16,전문음식,243
5755,56,레마레,인천 옹진군 영흥서로 521-0,카페/찻집,214
5756,56,카페폰테,인천 옹진군 선재로 76-16,외국식,214
5757,58,뷰카페,인천 옹진군 선재로 346-0,카페/찻집,204
5758,59,지개골동태탕,인천 옹진군 영흥로 364-0,한식,200
5759,60,뚱이네맛집,인천 옹진군 백령로 241-0,한식,197
5760,61,다딤길목,인천 옹진군 선재로 145-0,전문음식,191
5761,62,왕솔가든,인천 옹진군 영흥로144번길 69-0,한식,185
5762,63,안동본가국밥선재도점,인천 옹진군 선재로 171-0,한식,175
5763,64,아일랜드소야,인천 옹진군 소야로111번길 40-0,카페/찻집,167
5764,65,솔밭식당,인천 옹진군 영흥서로 529-0,한식,164
5765,66,커피아마마스,인천 옹진군 선재로306번길 17-0,카페/찻집,162
5766,67,청초수물회&섭국,인천 옹진군 선재로 148-0,전문음식,158
5767,68,식객,인천 옹진군 장봉로537번길 10-0,외국식,157
5768,68,황금갯벌,인천 옹진군 선재로34번길 64-0,외국식,157
5769,70,십리포해변칼국수회조개구이,인천 옹진군 영흥북로 389-0,한식,154
5770,71,청와루[중식],인천 옹진군 영흥로144번길 9-0,외국식,153
5771,71,양평해장국,인천 옹진군 영흥로251번길 8-0,한식,153
5772,73,콩사랑콩깍지,인천 옹진군 백령로316번길 109-7,외국식,148
5773,74,바다와만남,인천 옹진군 선재로306번길 27-113,한식,144
5774,75,성난파도,인천 옹진군 영흥남로9번길 179-21,외국식,140
5775,76,해당화나들목,인천 옹진군 모도로50번길 39-0,한식,132
5776,77,제주를품은갈치,인천 옹진군 선재로 299-0,한식,130
5777,78,선제대교횟집,인천 옹진군 선재로34번길 23-0,외국식,127
5778,79,장촌칼국수,인천 옹진군 백령로345번길 15-0,한식,123
5779,80,핑크클라우드,인천 옹진군 영흥북로 420-12,카페/찻집,118
5780,81,목섬카페,인천 옹진군 선재로 40-0,카페/찻집,112
5781,82,대경민박식당,인천 옹진군 선재로186번길 71-1,한식,105
5782,82,회 막썰어 먹자! 장미네,인천 옹진군 영흥북로 37-0,전문음식,105
5783,84,만수네회센터,인천 옹진군 영흥로 109-20,전문음식,103
5784,85,신화평양냉면,인천 옹진군 백령로 691-0,한식,101
5785,86,명주가든정육식당,인천 옹진군 영흥로176번길 57-0,한식,99
5786,87,성원바지락손칼국수,인천 옹진군 선재로 139-0,한식,98
5787,87,영흥가든,인천 옹진군 영흥북로35번길 80-0,외국식,98
5788,89,바다식당,인천 옹진군 신도로 248-0,전문음식,96
5789,90,바닷가에서,인천 옹진군 선재로197번길 190-0,한식,92
5790,91,선향회집,인천 옹진군 선재로34번길 107-6,전문음식,91
5791,92,장성호어부직영횟집,인천 옹진군 영흥로 136-0,전문음식,87
5792,93,하늘정원,인천 옹진군 장봉로 536-1,외국식,85
5793,94,중국성[중식],인천 옹진군 영흥로 494-0,외국식,84
5794,95,오금화네집밥,인천 옹진군 영흥남로 300-0,한식,82
5795,96,영흥풍천민물장어,인천 옹진군 선재로 289-0,외국식,81
5796,97,유명한집,인천 옹진군 영흥북로 393-0,한식,78
5797,98,바다회집,인천 옹진군 영흥북로 81-0,외국식,74
5798,99,오빠애돈카츠,인천 옹진군 영흥로144번길 15-0,전문음식,73
5799,100,언니네닭갈비부대찌개,인천 옹진군 영흥로 144-0,외국식,72
5800,1,차이나타운,인천 중구 차이나타운로44번길 13-2,기타음식,84329
5801,2,마시안제빵소,인천 중구 마시란로 155-0,간이음식,52100
5802,3,바다앞테라스,인천 중구 은하수로 10-0,간이음식,50827
5803,4,동해막국수,인천 중구 용유서로479번길 16-0,한식,41032
5804,5,해송쌈밥,인천 중구 공항서로 177-0,한식,38781
5805,6,마시랑카페,인천 중구 마시란로 163-0,카페/찻집,37071
5806,7,선녀풍본점,인천 중구 용유서로 272-0,외국식,35247
5807,8,엠클리프,인천 중구 마시란로 51-30,카페/찻집,32451
5808,9,C27다운타운선셋점,인천 중구 마시란로 63-0,카페/찻집,32241
5809,10,황해해물칼국수1호점,인천 중구 용유로21번길 3-0,한식,29404
5810,11,황해해물칼국수2호점,인천 중구 마시란로 37-0,한식,24098
5811,12,맥도날드신흥DT점,인천 중구 인항로 38-0,간이음식,19794
5812,13,카페얼트,인천 중구 은하수로 1-0,카페/찻집,19430
5813,14,스타파이브카페,인천 중구 공항서로 133-1,카페/찻집,19290
5814,15,강민호을왕리빵판다카페,인천 중구 용유로745번길 14-0,카페/찻집,18147
5815,16,97도씨해물칼국수영종본점,인천 중구 영종진광장로 39-0,한식,17819
5816,17,카페오라,인천 중구 용유서로 380-0,외국식,17740
5817,18,고래해물칼국수,인천 중구 은하수로 43-0,한식,17100
5818,19,을왕리꾸덕집,인천 중구 용유서로174번길 44-0,한식,16822
5819,20,지금이곳,인천 중구 운남로82번길 40-0,카페/찻집,16574
5820,21,미애네칼국수본점,인천 중구 용유로21번길 51-0,한식,16326
5821,22,브레댄코영종구읍뱃터점,인천 중구 은하수로 1-0,간이음식,16048
5822,23,빨간거짱구네본점,인천 중구 햇내로안길 18-7,외국식,15805
5823,24,할리스영종덕교점,인천 중구 잠진도길 55-0,카페/찻집,14885
5824,25,거해짬뽕순두부무의도점,인천 중구 대무의로 281-0,한식,14797
5825,26,영종제빵소,인천 중구 해맞이길 7-0,간이음식,14420
5826,27,원조이화찹쌀순대,인천 중구 인중로26번길 25-0,한식,14313
5827,28,빨간거짱구네업무단지점,인천 중구 공항로424번길 72-0,외국식,13879
5828,29,연경차이나타운본점 [중식],인천 중구 차이나타운로 41-0,외국식,13844
5829,30,맘모스회센터,인천 중구 연안부두로33번길 17-0,외국식,13779
5830,31,고목정쌈밥,인천 중구 용유서로172번길 10-0,한식,13703
5831,32,늘목,인천 중구 용유서로 158-0,한식,13648
5832,33,소나무식당2호점,인천 중구 용유로21번길 57-0,외국식,13061
5833,34,보테가마시란점,인천 중구 마시란로 51-32,카페/찻집,12588
5834,35,차덕분,인천 중구 은하수로 12-0,카페/찻집,12458
5835,36,몬몬이야,인천 중구 용유서로2번길 14-0,카페/찻집,10933
