,순위,관광지명,주소,분류,합산 검색 수
0,1,코엑스,서울 강남구 영동대로 513-0,전시시설,639157
1,2,인터컨티넨탈호텔서울코엑스,서울 강남구 봉은사로 524-0,호텔,138911
2,3,그랜드인터컨티넨탈호텔서울파르나스,서울 강남구 테헤란로 521-0,호텔,126319
3,4,조선팰리스서울강남,서울 강남구 테헤란로 231-0,호텔,115528
4,5,SETEC,서울 강남구 남부순환로 3104-0,전시시설,88290
5,6,오크우드프리미어코엑스센터,서울 강남구 테헤란로87길 46-0,호텔,81346
6,7,리베라호텔서울,서울 강남구 영동대로 737-0,호텔,75411
7,8,봉은사,서울 강남구 봉은사로 531-0,종교성지,73371
8,9,엘리에나호텔,서울 강남구 논현로 645-0,호텔,69089
9,10,안다즈서울강남,서울 강남구 논현로 854-0,호텔,65790
10,11,노보텔앰배서더호텔서울강남,서울 강남구 봉은사로 130-0,호텔,62560
11,12,신라스테이역삼,서울 강남구 언주로 517-0,호텔,60311
12,13,아쿠아리움코엑스몰점,서울 강남구 영동대로 513-0,테마공원,59601
13,14,신사동가로수길,서울 강남구,테마공원,58477
14,15,프리마호텔,서울 강남구 도산대로 536-0,호텔,55508
15,16,호텔삼정,서울 강남구 봉은사로 150-0,호텔,49902
16,17,임피리얼팰리스서울휴관중,서울 강남구 언주로 640-0,호텔,41289
17,18,파크하얏트서울호텔,서울 강남구 테헤란로 606-0,호텔,38181
18,19,더라움,서울 강남구 언주로 564-0,전시시설,35930
19,20,현대백화점무역센터점,서울 강남구 테헤란로 517-0,백화점,35501
20,21,도산공원,서울 강남구 도산대로45길 20-0,도시공원,34498
21,22,롯데호텔L7강남,서울 강남구 테헤란로 415-0,호텔,32658
22,23,현대백화점압구정본점,서울 강남구 압구정로 165-0,백화점,31722
23,24,CGV강남,서울 강남구 강남대로 438-0,공연시설,31066
24,25,CGV청담씨네시티,서울 강남구 도산대로 323-0,공연시설,30469
25,26,메가박스코엑스,서울 강남구 봉은사로 524-0,공연시설,29960
26,27,광림아트센터BBCH홀,서울 강남구 논현로163길 33-0,공연시설,29284
27,28,신라스테이삼성,서울 강남구 영동대로 506-0,호텔,29279
28,29,힐탑관광호텔,서울 강남구 논현로 647-0,호텔,28053
29,30,CGV압구정본관,서울 강남구 논현로 848-0,공연시설,23247
30,31,글래드강남코엑스센터,서울 강남구 테헤란로 610-0,호텔,20671
31,32,포포인츠바이쉐라톤서울강남,서울 강남구 도산대로 203-0,호텔,19654
32,33,KT&G상상마당대치아트홀,서울 강남구 영동대로 416-0,공연시설,18886
33,34,롯데시네마도곡,서울 강남구 남부순환로 2753-0,공연시설,18860
34,35,압구정로데오거리,서울 강남구,테마공원,18304
35,36,호텔선샤인,서울 강남구 도산대로 205-0,호텔,17913
36,37,이비스스타일앰배서더서울강남,서울 강남구 삼성로 431-0,호텔,17724
37,38,금강쇼핑센터,서울 강남구 압구정로 201-0,쇼핑몰,17583
38,39,세븐럭코엑스센터점,서울 강남구 테헤란로87길 58-0,기타문화관광지,17188
39,40,라마다호텔서울,서울 강남구 봉은사로 410-0,호텔,16504
40,41,자이언트호텔,서울 강남구 봉은사로 459-0,호텔,16460
41,42,선정릉,서울 강남구 선릉로100길 1-0,역사유적지,16393
42,43,호텔뉴브,서울 강남구 선릉로85길 6-0,호텔,15853
43,44,백암아트홀,서울 강남구 테헤란로113길 7-0,공연시설,15225
44,45,롯데백화점강남점,서울 강남구 도곡로 401-0,백화점,14383
45,46,도미인서울강남호텔,서울 강남구 봉은사로 134-0,호텔,14342
46,47,갤러리아백화점명품관EAST,서울 강남구 압구정로 407-0,백화점,14239
47,48,LG아트센터,서울 강남구 논현로 508-0,공연시설,13751
48,49,능인선원포이동법당,서울 강남구 양재대로 340-0,종교성지,13662
49,50,호텔더디자이너스리즈강남프리미어,서울 강남구 봉은사로 113-0,호텔,13590
50,51,마이아트뮤지엄,서울 강남구 테헤란로 518-0,전시시설,13561
51,52,에이든청담호텔바이베스트웨스턴,서울 강남구 도산대로 216-0,호텔,12966
52,53,알로프트호텔서울강남,서울 강남구 영동대로 736-0,호텔,12641
53,54,AC호텔바이메리어트서울강남,서울 강남구 테헤란로25길 10-0,호텔,11861
54,55,베스트웨스턴프리미어강남호텔,서울 강남구 봉은사로 139-0,호텔,11655
55,56,호텔카푸치노,서울 강남구 봉은사로 155-0,호텔,11117
56,57,갤러리아백화점명품관WEST,서울 강남구 압구정로 343-0,백화점,10450
57,58,라움아트센터,서울 강남구 언주로 564-0,전시시설,10320
58,59,신한아트홀,서울 강남구 역삼로 251-0,공연시설,10151
59,60,역삼아르누보호텔,서울 강남구 언주로 506-0,호텔,9897
60,61,마루공원,서울 강남구,도시공원,9845
61,62,메종에르메스,서울 강남구 도산대로45길 7-0,쇼핑몰,9289
62,63,호텔인나인,서울 강남구 영동대로 618-0,호텔,9117
63,64,포레힐호텔,서울 강남구 학동로 117-0,호텔,8792
64,65,호텔컬리넌역삼,서울 강남구 언주로87길 11-0,호텔,8427
65,66,라까사호텔,서울 강남구 도산대로1길 83-0,호텔,8289
66,67,이마트역삼점,서울 강남구 역삼로 310-0,대형마트,8219
67,68,윤당아트홀,서울 강남구 언주로 844-0,공연시설,8106
68,69,호텔크레센도서울,서울 강남구 봉은사로 428-0,호텔,8102
69,70,호텔유리앤,서울 강남구 삼성로96길 20-0,호텔,8096
70,71,호텔데님,서울 강남구 논현로 66-0,호텔,8052
71,72,엔트라호텔,서울 강남구 도산대로 508-0,호텔,8001
72,73,서울옥션강남센터,서울 강남구 언주로 864-0,기타문화관광지,7946
73,74,CGV압구정신관,서울 강남구 압구정로30길 45-0,공연시설,7656
74,75,역삼청소년수련관,서울 강남구 논현로64길 7-0,육상레저스포츠,7589
75,76,글래드라이브강남,서울 강남구 봉은사로 223-0,호텔,7542
76,77,코엑스아티움,서울 강남구 영동대로 513-0,공연시설,7475
77,78,신구스포츠센터,서울 강남구 압구정로18길 28-0,기타레저스포츠,7366
78,79,롯데시네마브로드웨이,서울 강남구 도산대로 118-0,공연시설,6991
79,80,선릉,서울 강남구 선릉로100길 1-0,역사유적지,6773
80,81,호텔페이토삼성,서울 강남구 테헤란로87길 9-0,호텔,6599
81,82,렉스관광호텔,서울 강남구 강남대로 588-0,호텔,6584
82,83,리치웰호텔,서울 강남구 테헤란로37길 13-10,호텔,6522
83,84,파티오세븐,서울 강남구 논현로 736-0,호텔,6444
84,85,안테룸서울,서울 강남구 도산대로 153-0,호텔,6387
85,86,대치유수지체육공원,서울 강남구 역삼로107길 20-30,도시공원,6328
86,87,호텔스타프리미어역삼,서울 강남구 테헤란로33길 6-11,호텔,6203
87,88,4월호텔,서울 강남구 언주로89길 13-0,호텔,6182
88,89,현대백화점면세점무역센터점,서울 강남구 테헤란로 517-0,면세점,6165
89,90,식물관PH,서울 강남구 광평로34길 24-0,기타문화관광지,6158
90,91,오월호텔,서울 강남구 언주로85길 27-0,호텔,5981
91,92,한국문화의집,서울 강남구 테헤란로92길 12-9,공연시설,5872
92,93,현대모터스튜디오서울,서울 강남구 언주로 738-0,전시시설,5823
93,94,은곡마을공원,서울 강남구 헌릉로571길 34-3,도시공원,5798
94,95,SAC아트홀,서울 강남구 삼성로 534-0,공연시설,5781
95,96,메가박스강남대로,서울 강남구 강남대로 422-0,공연시설,5746
96,97,신사공원,서울 강남구,도시공원,5560
97,98,써밋갤러리,서울 강남구 영동대로 337-0,기타문화관광지,5474
98,99,청담도로공원,서울 강남구,도시공원,5274
99,100,기아360,서울 강남구 압구정로 417-0,기타문화관광지,5264
100,1,광나루한강공원,서울 강동구 선사로 83-106,도시공원,33801
101,2,천호공원,서울 강동구 올림픽로 702-0,도시공원,26439
102,3,서울암사동유적,서울 강동구 올림픽로 875-0,역사유적지,26320
103,4,롯데시네마강동,서울 강동구 천호옛길 85-0,공연시설,25115
104,5,암사종합시장,서울 강동구 상암로11길 25-0,시장,22250
105,6,현대백화점천호점,서울 강동구 천호대로 1005-0,백화점,20470
106,7,CGV천호,서울 강동구 양재대로 1571-0,공연시설,18344
107,8,강동아트센터,서울 강동구 동남로 870-0,공연시설,16783
108,9,주양쇼핑,서울 강동구 고덕로62길 55-0,쇼핑몰,15649
109,10,길동복조리시장,서울 강동구 천호대로187길 61-0,시장,10231
110,11,호원아트홀,서울 강동구 성안로 30-0,공연시설,9875
111,12,강동그린웨이가족캠핑장,서울 강동구,캠핑,8520
112,13,메가박스강동,서울 강동구 성내로 48-0,공연시설,8203
113,14,길동자연생태공원,서울 강동구 천호대로 1291-0,도시공원,8188
114,15,이마트명일점,서울 강동구 고덕로 276-0,대형마트,7925
115,16,둔촌역전통시장,서울 강동구,시장,7636
116,17,암사선사유적박물관,서울 강동구 올림픽로 875-0,전시시설,7114
117,18,홈플러스강동점,서울 강동구 양재대로 1571-0,대형마트,6939
118,19,천호로데오거리,서울 강동구,기타쇼핑시설,6873
119,20,고분다리전통시장,서울 강동구 구천면로34길 10-0,시장,6661
120,21,나비쇼핑몰,서울 강동구 천호대로157길 14-0,쇼핑몰,5807
121,22,천호문구완구거리,서울 강동구 천호대로 0-0,기타쇼핑시설,5263
122,23,아르고호텔,서울 강동구 진황도로 93-0,모텔,4950
123,24,천호자전거거리,서울 강동구,기타레저스포츠,4766
124,25,브이센터,서울 강동구 아리수로61길 103-0,전시시설,4676
125,26,아이엠티호텔1,서울 강동구 천중로42길 78-0,모텔,4173
126,27,명일전통시장,서울 강동구 양재대로138길 20-0,시장,4041
127,28,판타지보이롤러클럽,서울 강동구 올림픽로 664-0,기타레저스포츠,3959
128,29,허브천문공원,서울 강동구,도시공원,3818
129,30,발리관광호텔,서울 강동구 풍성로 210-0,호텔,3801
130,31,한강시민공원광나루지구수영장,서울 강동구,테마공원,3748
131,32,이마트천호점,서울 강동구 천호대로 1017-0,대형마트,3603
132,33,강동야구장,서울 강동구,레저스포츠시설,3430
133,34,일자산자연공원,서울 강동구 동남로 660-0,도시공원,3362
134,35,월드글로리아센터,서울 강동구 양재대로134길 52-0,공연시설,3316
135,36,라뷰호텔,서울 강동구 올림픽로72길 11-0,모텔,3079
136,37,이너스모텔,서울 강동구 올림픽로72길 19-0,모텔,3076
137,38,성내전통시장,서울 강동구 천호대로162길 61-0,시장,2900
138,39,구강사,서울 강동구 천중로 64-0,종교성지,2772
139,40,한강공원광나루모형비행장,서울 강동구,기타관광,2755
140,41,2001아울렛천호점,서울 강동구 구천면로 189-0,대형마트,2618
141,42,오라호텔,서울 강동구 양재대로109길 22-0,모텔,2484
142,43,아리아호텔,서울 강동구 천호대로 1041-7,호텔,2406
143,44,바고관광호텔,서울 강동구 천중로 27-0,호텔,2379
144,45,렛츠런CCC강동지점,서울 강동구 구천면로 200-0,육상레저스포츠,2373
145,46,호텔H,서울 강동구 구천면로24길 19-0,호텔,2181
146,47,호텔8월천호점,서울 강동구 구천면로24길 13-0,모텔,2096
147,48,월호텔,서울 강동구 성안로 121-0,호텔,2094
148,49,원상사,서울 강동구 명일로 216-1,기타쇼핑시설,2055
149,50,샘호텔,서울 강동구 천중로 197-0,모텔,1999
150,51,호텔야자천호역점,서울 강동구 올림픽로70길 56-5,모텔,1951
151,52,오리엔트모텔,서울 강동구 진황도로 105-0,모텔,1918
152,53,TOP모텔,서울 강동구 진황도로 90-0,모텔,1782
153,54,샘터근린공원,서울 강동구,도시공원,1766
154,55,하모니호텔,서울 강동구 천중로40길 63-0,호텔,1743
155,56,천호공구거리,서울 강동구,기타쇼핑시설,1733
156,57,강동아트센터대극장한강,서울 강동구 동남로 870-0,공연시설,1687
157,58,백두쇼핑센터,서울 강동구 고덕로83길 28-0,쇼핑몰,1575
158,59,아이엠티호텔2,서울 강동구 양재대로111길 28-0,모텔,1473
159,60,호텔감,서울 강동구 천호대로159길 22-36,모텔,1462
160,61,고덕차량사업소야구장,서울 강동구 아리수로87길 32-0,레저스포츠시설,1406
161,62,윈호텔,서울 강동구 천중로40길 77-0,모텔,1405
162,63,온무인텔,서울 강동구 선사로 82-0,모텔,1368
163,64,암사청과종합시장,서울 강동구 상암로 42-0,시장,1299
164,65,광나루한강공원모두의놀이터,서울 강동구,도시공원,1283
165,66,신풍자원,서울 강동구 초광로294번길 22-1,기타쇼핑시설,1215
166,67,우진모텔,서울 강동구 동남로73길 17-0,모텔,1178
167,68,레미호텔,서울 강동구 진황도로 92-7,모텔,1166
168,69,잇츠매직 길동채움,서울 강동구 천호대로 1221-0,기타문화관광지,1111
169,70,러브이즈모텔,서울 강동구 천중로40길 71-0,모텔,1068
170,71,길동모텔,서울 강동구 천호대로177길 47-0,모텔,1030
171,72,썸모텔,서울 강동구 천중로40길 70-0,모텔,1024
172,73,암사생태공원,서울 강동구,도시공원,993
173,74,GYCC,서울 강동구 천중로 89-0,기타레저스포츠,965
174,75,화인꽃프라자,서울 강동구 천호대로 1255-1,기타쇼핑시설,961
175,76,히트호텔,서울 강동구 구천면로24길 28-0,모텔,948
176,77,천사어린이공원,서울 강동구,도시공원,908
177,78,광나루자전거공원,서울 강동구,도시공원,901
178,79,고덕수변생태공원,서울 강동구,도시공원,887
179,80,호텔더블루,서울 강동구 올림픽로72길 20-0,모텔,872
180,80,세종프라자,서울 강동구 동남로75길 29-0,기타쇼핑시설,872
181,82,성내천어린이공원,서울 강동구,도시공원,855
182,83,상일동화훼단지,서울 강동구,기타쇼핑시설,837
183,84,볕우물어린이공원,서울 강동구,도시공원,791
184,85,일루와모텔,서울 강동구 양재대로109길 26-0,모텔,787
185,86,에스라인,서울 강동구 양재대로109길 7-0,모텔,759
186,87,슈팅스쿨,서울 강동구 양재대로116길 30-0,육상레저스포츠,750
187,88,안말어린이공원,서울 강동구 풍성로45길 11-0,도시공원,749
188,89,프라자모텔,서울 강동구 구천면로 216-0,모텔,702
189,90,애니멀뮤지엄더쥬,서울 강동구 양재대로 1299-0,테마공원,694
190,91,광진교8번가,서울 강동구,랜드마크관광,638
191,92,프로베이스볼아카데미,서울 강동구 천호대로 1238-0,기타레저스포츠,618
192,93,6월호텔,서울 강동구 올림픽로72길 19-4,모텔,593
193,94,비너스모텔,서울 강동구 진황도로 178-0,모텔,590
194,95,엠모텔,서울 강동구 진황도로23길 12-0,모텔,575
195,96,100만km사이클아카데미,서울 강동구 구천면로 144-0,기타레저스포츠,573
196,97,호텔에스,서울 강동구 진황도로 200-0,모텔,566
197,98,암사어린이극장,서울 강동구 올림픽로 930-0,공연시설,544
198,99,배전사,서울 강동구 올림픽로98길 15-0,기타쇼핑시설,543
199,100,별나라모텔,서울 강동구 양재대로 1343-0,모텔,504
200,1,북서울꿈의숲,서울 강북구 월계로 173-0,도시공원,107870
201,2,파라스파라서울,서울 강북구 삼양로 689-0,콘도미니엄,58290
202,3,4.19기념탑,서울 강북구 4.19로8길 17-0,역사유물,54172
203,4,수유시장,서울 강북구 도봉로67길 18-0,시장,45011
204,5,도선사,서울 강북구 삼양로173길 504-0,종교성지,35670
205,6,화계사,서울 강북구 화계사길 117-0,종교성지,23836
206,7,롯데시네마수유,서울 강북구 도봉로 308-0,공연시설,17298
207,8,솔밭공원,서울 강북구 삼양로 561-0,도시공원,15588
208,9,CGV수유,서울 강북구 도봉로 399-0,공연시설,14906
209,10,우이동유원지,서울 강북구,복합관광시설,12818
210,11,북한산국립공원백운대탐방지원센터,서울 강북구 삼양로173길 116-203,기타관광,11752
211,12,CGV미아,서울 강북구 도봉로 34-0,공연시설,10785
212,13,롯데백화점미아점,서울 강북구 도봉로 62-0,백화점,8875
213,14,빅토리아호텔,서울 강북구 도봉로 16-0,호텔,8148
214,15,우이시장,서울 강북구 한천로162길 24-0,시장,7613
215,16,꿈의숲아트센터,서울 강북구 월계로 173-0,공연시설,7333
216,17,삼양시장,서울 강북구,시장,7203
217,18,방문자센터북서울꿈의숲,서울 강북구 월계로 173-0,기타관광,5132
218,19,장미원시장,서울 강북구 삼양로123길 14-5,시장,4938
219,20,보광사,서울 강북구 삼양로145길 177-0,종교성지,4427
220,21,수유중앙시장,서울 강북구 노해로17길 21-0,시장,4150
221,22,동북프라자,서울 강북구 솔샘로 233-0,쇼핑몰,3614
222,23,수유프라자,서울 강북구 도봉로 261-0,쇼핑몰,3431
223,24,상상톡톡미술관,서울 강북구 월계로 173-0,전시시설,3323
224,25,우이동가족캠핑장,서울 강북구 삼양로181길 26-36,캠핑,3123
225,26,북한산,서울 강북구,자연경관(산),3071
226,27,오동근린공원실내배드민턴장,서울 강북구 덕릉로42길 49-0,기타레저스포츠,3069
227,28,넘버25호텔수유점,서울 강북구 도봉로78길 7-0,모텔,3064
228,29,트레지오,서울 강북구 도봉로 34-0,쇼핑몰,2955
229,30,아카데미하우스호텔,서울 강북구 4.19로 135-0,호텔,2842
230,31,롯데마트삼양점,서울 강북구 삼양로 247-0,대형마트,2834
231,32,4.19공원,서울 강북구,도시공원,2413
232,33,우이동계곡,서울 강북구,자연경관(산),2337
233,34,강북종합시장,서울 강북구 한천로148길 12-43,시장,2231
234,35,유리아호텔,서울 강북구 덕릉로26길 13-0,모텔,2222
235,36,르레브,서울 강북구 덕릉로26길 16-0,호텔,2174
236,37,on&off,서울 강북구 덕릉로24길 10-0,모텔,2126
237,38,리치다이아몬드호텔,서울 강북구 삼양로 500-18,호텔,1886
238,39,숭인시장,서울 강북구 도봉로 45-0,시장,1845
239,40,메리엘호텔,서울 강북구 덕릉로 69-0,모텔,1820
240,41,다니엘캄파넬라,서울 강북구 오패산로79길 6-0,호텔,1798
241,42,카페72,서울 강북구 도봉로73길 39-0,모텔,1609
242,43,호텔4월2일,서울 강북구 도봉로73길 25-0,모텔,1565
243,44,파티오호텔,서울 강북구 도봉로82길 13-0,모텔,1510
244,45,우이동만남의광장,서울 강북구,기타관광,1480
245,46,수유일공원,서울 강북구,도시공원,1404
246,47,솔리드모텔,서울 강북구 한천로131길 24-0,모텔,1375
247,48,수호텔,서울 강북구 덕릉로19길 4-0,모텔,1356
248,49,강북북부시장,서울 강북구 한천로123길 26-0,시장,1300
249,50,색동어린이공원,서울 강북구,도시공원,1282
250,51,모텔파레스,서울 강북구 도봉로73길 23-0,모텔,1245
251,52,쏠라리움시티호텔,서울 강북구 덕릉로 111-0,호텔,1200
252,53,한미장,서울 강북구 삼양로181길 168-0,기타숙박,1075
253,54,솔샘시장,서울 강북구 솔샘로 236-0,시장,1062
254,55,근현대사기념관,서울 강북구 4.19로 114-0,전시시설,1059
255,56,수유전통시장,서울 강북구 수유로12길 100-0,시장,1027
256,57,미아사,서울 강북구,종교성지,936
257,58,성북시장,서울 강북구,시장,857
258,59,번남어린이공원,서울 강북구,도시공원,800
259,60,LUSH,서울 강북구 오패산로79길 10-0,모텔,781
260,61,삼성암,서울 강북구 화계사길 117-0,종교성지,745
261,62,포시즌모텔,서울 강북구 오패산로77길 46-0,모텔,742
262,63,르씨엘,서울 강북구 도봉로85길 7-5,모텔,741
263,64,H호텔,서울 강북구 오패산로79길 8-0,모텔,735
264,65,수유재래시장,서울 강북구 도봉로71길 2-0,시장,700
265,66,야크돔,서울 강북구 삼양로173길 52-0,테마공원,554
266,67,K호텔,서울 강북구 월계로3길 35-0,모텔,553
267,68,강북롤러스케이트장,서울 강북구 도봉로 342-0,육상레저스포츠,545
268,69,M모텔,서울 강북구 오패산로79길 31-0,모텔,544
269,70,북한산둘레길21구간,서울 강북구,기타레저스포츠,542
270,71,담스모텔,서울 강북구 도봉로 32-0,모텔,538
271,72,벌말어린이공원,서울 강북구,도시공원,521
272,73,북한산둘레길1구간,서울 강북구,기타레저스포츠,440
273,73,윤극영가옥,서울 강북구 인수봉로84길 5-0,역사유적지,440
274,75,여우모텔,서울 강북구 오패산로79길 21-0,모텔,433
275,76,문모텔,서울 강북구 삼양로 655-0,모텔,426
276,77,신세계모텔,서울 강북구 월계로3길 41-0,모텔,422
277,78,O2모텔,서울 강북구 4.19로 28-0,모텔,348
278,79,수유북부시장,서울 강북구 삼양로91길 9-0,시장,344
279,80,방천시장,서울 강북구 월계로7길 61-0,시장,330
280,81,펜트아이미아본점,서울 강북구 솔샘로 327-0,테마공원,318
281,82,갤러리모텔,서울 강북구 월계로7길 13-0,모텔,317
282,83,하이모텔수유본점,서울 강북구 도봉로73길 7-3,모텔,311
283,84,백련사계곡,서울 강북구,자연경관(산),256
284,85,수모텔,서울 강북구 한천로 1147-0,모텔,252
285,86,번2동우이천벚꽃길,서울 강북구 한천로 897-0,기타관광,246
286,87,으뜸어린이공원,서울 강북구,도시공원,239
287,88,강북문화원,서울 강북구 삼각산로 89-0,교육시설,235
288,88,블랙야크알파인클럽센터,서울 강북구 삼양로173길 52-0,기타레저스포츠,235
289,90,강북청년창업마루,서울 강북구 노해로23길 123-0,기타문화관광지,216
290,91,북한산우이탐방지원센터,서울 강북구 삼양로181길 0-0,기타관광,206
291,92,본원정사,서울 강북구 삼각산로 1-0,종교성지,190
292,93,인수모텔,서울 강북구 삼양로 661-0,모텔,185
293,94,호텔365,서울 강북구 오패산로79길 13-0,모텔,180
294,94,삼성암,서울 강북구 인수봉로23길 235-0,종교성지,180
295,96,달동네모텔,서울 강북구 월계로3길 46-0,모텔,172
296,97,은모루어린이공원,서울 강북구,도시공원,171
297,97,최공구,서울 강북구 삼양로 278-0,기타쇼핑시설,171
298,99,삼양아케이트,서울 강북구 솔샘로 254-0,쇼핑몰,170
299,100,쉴모텔,서울 강북구 삼양로 193-0,모텔,166
300,1,김포국제공항국내선,서울 강서구 하늘길 111-0,교통시설,1602476
301,2,김포국제공항,서울 강서구 하늘길 112-0,교통시설,485343
302,3,롯데몰김포공항점,서울 강서구 하늘길 38-0,쇼핑몰,446174
303,4,강서농산물도매시장,서울 강서구 발산로 40-0,시장,228701
304,5,서울식물원,서울 강서구 마곡동로 161-0,테마공원,123150
305,6,메이필드호텔,서울 강서구 방화대로 94-0,호텔,85211
306,7,인서울27골프클럽,서울 강서구,육상레저스포츠,61622
307,8,김포국제공항국제선,서울 강서구 하늘길 38-0,교통시설,46508
308,9,국립항공박물관,서울 강서구 하늘길 177-0,전시시설,38423
309,10,코트야드메리어트서울보타닉파크호텔,서울 강서구 마곡중앙12로 10-0,호텔,31265
310,11,나이아가라호텔,서울 강서구 양천로 743-0,호텔,29901
311,12,롯데시네마김포공항,서울 강서구 하늘길 지하 77-0,공연시설,28175
312,13,화곡본동시장,서울 강서구 까치산로 35-0,시장,23242
313,14,CGV등촌,서울 강서구 공항대로45길 63-0,공연시설,22782
314,15,롯데시네마가양,서울 강서구 양천로 476-0,공연시설,22152
315,16,JK블라썸호텔,서울 강서구 양천로65길 41-22,호텔,20826
316,17,강서한강공원,서울 강서구 양천로27길 279-23,도시공원,20202
317,18,볏골공원,서울 강서구 까치산로4길 22-0,도시공원,19613
318,19,KBS아레나,서울 강서구 공항대로 376-0,공연시설,19433
319,20,메가박스화곡,서울 강서구 화곡로 142-0,공연시설,19243
320,21,메가박스마곡,서울 강서구 공항대로 247-0,공연시설,17036
321,22,NC백화점강서점,서울 강서구 강서로56길 17-0,백화점,15814
322,23,롯데시티호텔김포공항,서울 강서구 하늘길 38-0,호텔,15812
323,24,인터시티서울호텔,서울 강서구 마곡중앙6로 76-3,호텔,15644
324,25,홈플러스강서점,서울 강서구 화곡로 398-0,대형마트,15633
325,26,방신재래시장,서울 강서구 방화동로16길 32-0,시장,13860
326,27,이마트가양점,서울 강서구 양천로 559-0,대형마트,13377
327,28,호텔엠펠리체,서울 강서구 마곡동로4길 15-0,호텔,13024
328,29,허준박물관,서울 강서구 허준로 87-0,전시시설,12247
329,30,라마다앙코르서울마곡,서울 강서구 마곡중앙로 161-11,호텔,12232
330,31,송화벽화시장,서울 강서구 강서로45나길 16-0,시장,8182
331,32,로얄스퀘어호텔,서울 강서구 공항대로 30-0,호텔,8161
332,33,남부시장,서울 강서구 등촌로5길 62-4,시장,7857
333,34,홈플러스가양점,서울 강서구 양천로 431-0,대형마트,6988
334,35,칼튼호텔,서울 강서구 화곡로 354-10,모텔,6875
335,36,호텔루체브릿지,서울 강서구 마곡동로4길 23-0,호텔,6609
336,37,방화근린공원,서울 강서구 금낭화로 176-0,도시공원,6564
337,38,약사사,서울 강서구 금낭화로17길 261-0,종교성지,6424
338,39,더클라임마곡점,서울 강서구 마곡동로 62-0,기타레저스포츠,6035
339,40,에스알호텔서울마곡,서울 강서구 강서로 400-0,호텔,5905
340,41,마곡실내배드민턴장,서울 강서구 양천로 251-0,기타레저스포츠,5895
341,42,골든호텔,서울 강서구 마곡중앙6로 89-0,모텔,5684
342,43,롯데백화점김포공항점,서울 강서구 하늘길 38-0,백화점,5614
343,44,이지호텔,서울 강서구 화곡로 327-0,호텔,5612
344,45,골든서울호텔,서울 강서구 공항대로 663-0,호텔,5539
345,46,국제청소년센터,서울 강서구 금낭화로 234-0,육상레저스포츠,5143
346,47,양천향교,서울 강서구 양천로47나길 53-0,역사유적지,5029
347,48,겸재정선미술관,서울 강서구 양천로47길 36-0,전시시설,4899
348,49,LG아트센터마곡 건축중(2022년10월개관예정),서울 강서구,공연시설,4791
349,50,호텔에스,서울 강서구 곰달래로 108-0,모텔,4518
350,51,호텔야자강서구청점,서울 강서구 화곡로 248-8,모텔,4485
351,52,우장산인조잔디구장,서울 강서구 우장산로10길 112-0,레저스포츠시설,4472
352,53,VOLL모텔,서울 강서구 강서로5나길 30-0,모텔,4403
353,54,넘버25호텔,서울 강서구 남부순환로 188-0,모텔,4367
354,55,까치산시장,서울 강서구 강서로12길 14-0,시장,4176
355,56,스페이스K서울,서울 강서구 마곡중앙8로 32-0,전시시설,3967
356,57,성심사,서울 강서구 곰달래로35길 64-0,종교성지,3926
357,58,서울식물원호수공원,서울 강서구,도시공원,3725
358,59,블루힐모텔,서울 강서구 까치산로 88-5,모텔,3699
359,60,드림호텔,서울 강서구 공항대로46길 66-0,호텔,3692
360,61,롯데마트김포공항점,서울 강서구 하늘길 38-0,대형마트,3667
361,62,더퍼스트스테이호텔,서울 강서구 마곡동로4길 23-0,호텔,3666
362,63,호텔초콜릿,서울 강서구 강서로5가길 24-0,모텔,3640
363,64,호텔티제이,서울 강서구 남부순환로 196-0,호텔,3366
364,65,해담채스테이호텔,서울 강서구 곰달래로 70-1,호텔,3092
365,66,강서문화원,서울 강서구 화곡로 215-0,교육시설,3051
366,67,호텔드어반,서울 강서구 곰달래로24길 35-0,호텔,3020
367,68,강서습지생태공원,서울 강서구,도시공원,2998
368,69,CL모텔,서울 강서구 강서로5나길 136-0,모텔,2995
369,70,쌈지어린이공원,서울 강서구,도시공원,2927
370,71,가양레포츠센터축구장,서울 강서구 양천로61길 101-0,레저스포츠시설,2865
371,72,더 에이스 테니스 아카데미,서울 강서구 마곡중앙4로 22-0,기타레저스포츠,2849
372,73,백구사,서울 강서구 강서로17나길 78-12,종교성지,2835
373,74,거기모텔,서울 강서구 강서로5가길 30-0,모텔,2685
374,75,앨리스넥스트도어호텔,서울 강서구 강서로7길 124-0,모텔,2654
375,76,구암공원,서울 강서구,도시공원,2581
376,77,보람유통,서울 강서구 국회대로7길 157-0,기타쇼핑시설,2540
377,78,호텔소설스미스,서울 강서구 까치산로15길 25-0,모텔,2489
378,79,화곡중앙골목시장,서울 강서구 월정로30길 66-0,시장,2469
379,80,우장산공원,서울 강서구,도시공원,2424
380,81,르아브르호텔,서울 강서구 까치산로 83-0,모텔,2397
381,82,서울물재생체험관,서울 강서구 양천로 201-0,전시시설,2275
382,83,A호텔,서울 강서구 까치산로14길 5-0,모텔,2268
383,84,유니온호텔,서울 강서구 화곡로42길 14-0,모텔,2200
384,85,티파니호텔,서울 강서구 송정로 61-3,모텔,2170
385,86,가양중앙하이츠아파트상가,서울 강서구 허준로 55-20,기타쇼핑시설,2166
386,87,호텔N,서울 강서구 곰달래로24길 36-0,호텔,2093
